ep_idx,ep_stem,path_type,frame_t,frame_idx,has_bbox,gt_class,cx,cy,area,grounding_any_success,grounding_n_boxes,grounding_phrases,basket_grounding_success,basket_iou,basket_bbox_str,side_phrases,free_text,mentions_basket,mentions_gray,mentions_corridor,mentions_object,text_len
79,episode_260409_200317_target_left_left_path__core__fixed_center,left_left,0,0,True,FWD+L,0.2812,0.5938,0.03418,True,3,gray basket|a white trash can|white walls,True,0.7318,"[(0.203125, 0.484375, 0.359375, 0.703125)]",a white trash can|white walls,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a room with a window and a door.",False,False,False,False,71
79,episode_260409_200317_target_left_left_path__core__fixed_center,left_left,6,6,True,FORWARD,0.5312,0.5781,0.03906,True,2,gray basket|a white wall,True,0.6537,"[(0.453125, 0.453125, 0.609375, 0.703125)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a grey air conditioning unit in a room with white walls and tiled floor",False,True,False,False,73
79,episode_260409_200317_target_left_left_path__core__fixed_center,left_left,9,9,True,FORWARD,0.5469,0.6406,0.05859,True,2,gray basket|A gray basket in the middle of a room,True,0.6321,"[(0.453125, 0.484375, 0.640625, 0.796875), (0.453125, 0.453125, 0.640625, 0.796875)]",,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a grey air vent in a room with a white wall",False,True,False,False,70
79,episode_260409_200317_target_left_left_path__core__fixed_center,left_left,11,11,True,FORWARD,0.5,0.5,0.05,True,2,gray basket|a white wall,True,0.2958,"[(0.359375, 0.453125, 0.578125, 0.828125)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a gray air conditioner in a room",False,True,False,False,66
79,episode_260409_200317_target_left_left_path__core__fixed_center,left_left,17,17,True,FORWARD,0.5,0.4062,0.75684,True,2,gray basket|white wall,True,0.2386,"[(0.078125, 0.421875, 0.546875, 0.984375)]",white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in front of a white wall",False,False,False,False,68
80,episode_260409_200402_target_left_left_path__core__fixed_center,left_left,0,0,True,FWD+L,0.2812,0.5938,0.03418,True,3,gray basket|a gray trash can|white walls,True,0.6016,"[(0.203125, 0.484375, 0.328125, 0.703125)]",a gray trash can|white walls,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a window and a trash can",False,False,False,False,68
80,episode_260409_200402_target_left_left_path__core__fixed_center,left_left,3,3,True,LEFT,0.5,0.3438,0.63574,True,3,gray basket|a window|white walls,True,0.0538,"[(0.359375, 0.484375, 0.515625, 0.703125)]",a window|white walls,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a window and a ventilation unit",False,False,False,False,68
80,episode_260409_200402_target_left_left_path__core__fixed_center,left_left,11,11,True,FORWARD,0.5,0.5,0.05,True,2,gray basket|A gray basket in the room,True,0.2958,"[(0.359375, 0.453125, 0.578125, 0.828125), (0.359375, 0.484375, 0.578125, 0.828125)]",,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a grey air conditioner in a room",False,True,False,False,66
80,episode_260409_200402_target_left_left_path__core__fixed_center,left_left,12,12,True,FORWARD,0.5,0.8125,0.33301,True,2,gray basket|a white wall,True,0.1909,"[(0.296875, 0.453125, 0.515625, 0.828125)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a gray air purifier sitting on the floor in front of a white wall.",False,True,False,False,73
80,episode_260409_200402_target_left_left_path__core__fixed_center,left_left,17,17,True,FORWARD,0.5,0.3906,0.72656,True,2,gray basket|a white wall,True,0.2179,"[(0.078125, 0.390625, 0.484375, 0.984375)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a grey trash can in front of a white wall",False,True,False,False,69
81,episode_260409_200506_target_left_left_path__core__fixed_center,left_left,3,3,True,LEFT,0.4688,0.5938,0.03418,True,2,gray basket|a white wall,True,0.7318,"[(0.390625, 0.484375, 0.546875, 0.703125)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a room with a window",False,False,False,False,68
81,episode_260409_200506_target_left_left_path__core__fixed_center,left_left,6,6,True,FORWARD,0.5,0.3281,0.60547,True,2,gray basket|a white wall,True,0.0645,"[(0.484375, 0.453125, 0.640625, 0.703125)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a white wall and a window. There is a grey air conditioner in the middle of the room.",False,True,False,False,80
81,episode_260409_200506_target_left_left_path__core__fixed_center,left_left,7,7,True,FORWARD,0.25,0.5,0.05,True,2,gray basket|a white wall,True,0.0,"[(0.484375, 0.453125, 0.640625, 0.734375)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a room with a white wall and a black floor.",False,False,False,False,73
81,episode_260409_200506_target_left_left_path__core__fixed_center,left_left,8,8,True,FORWARD,0.25,0.5,0.05,True,2,gray basket|a white wall,True,0.0,"[(0.453125, 0.453125, 0.640625, 0.765625)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a room with a white wall and a black floor.",False,False,False,False,73
81,episode_260409_200506_target_left_left_path__core__fixed_center,left_left,16,16,True,FORWARD,0.3281,0.7031,0.24609,True,2,gray basket|a white wall,True,0.7888,"[(0.109375, 0.421875, 0.546875, 0.984375)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in front of a white wall",False,False,False,False,68
82,episode_260409_200718_target_left_left_path__core__fixed_center,left_left,1,1,True,LEFT,0.5,0.3281,0.60547,True,3,gray basket|a wire|white walls,True,0.0516,"[(0.203125, 0.453125, 0.328125, 0.703125)]",a wire|white walls,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a window and a trash can",False,False,False,False,68
82,episode_260409_200718_target_left_left_path__core__fixed_center,left_left,11,11,True,FORWARD,0.5,0.3594,0.66602,True,2,gray basket|a white wall,True,0.1012,"[(0.328125, 0.453125, 0.546875, 0.828125)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a room",False,False,False,False,65
82,episode_260409_200718_target_left_left_path__core__fixed_center,left_left,12,12,True,FORWARD,0.5,0.3594,0.66602,True,2,gray basket|a white wall,True,0.114,"[(0.265625, 0.453125, 0.515625, 0.859375)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a room",False,False,False,False,65
82,episode_260409_200718_target_left_left_path__core__fixed_center,left_left,13,13,True,FORWARD,0.5,0.375,0.69629,True,2,gray basket|a white wall,True,0.1302,"[(0.203125, 0.453125, 0.484375, 0.921875)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a room with a white wall",False,False,False,False,69
82,episode_260409_200718_target_left_left_path__core__fixed_center,left_left,17,17,True,FORWARD,0.5,0.4062,0.75684,True,2,gray basket|a white wall,True,0.1643,"[(0.015625, 0.421875, 0.390625, 0.984375)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a white trash can in front of a wall",False,False,False,False,68
83,episode_260409_200811_target_left_left_path__core__fixed_center,left_left,1,1,True,LEFT,0.5,0.3281,0.60547,True,3,gray basket|a window|white walls,True,0.0645,"[(0.171875, 0.453125, 0.328125, 0.703125)]",a window|white walls,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a window and a trash can",False,False,False,False,68
83,episode_260409_200811_target_left_left_path__core__fixed_center,left_left,4,4,True,FWD+L,0.5938,0.5938,0.03418,True,2,gray basket|trash can,True,0.7318,"[(0.515625, 0.484375, 0.671875, 0.703125)]",trash can,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a room with a white wall and a window",False,False,False,False,72
83,episode_260409_200811_target_left_left_path__core__fixed_center,left_left,8,8,True,FORWARD,0.5,0.3438,0.63574,True,2,gray basket|a white wall,True,0.0707,"[(0.484375, 0.453125, 0.640625, 0.765625)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a room with a white wall and a white ceiling.",False,False,False,False,73
83,episode_260409_200811_target_left_left_path__core__fixed_center,left_left,13,13,True,FORWARD,0.5,0.8281,0.30273,True,2,gray basket|a white wall,True,0.2576,"[(0.296875, 0.453125, 0.546875, 0.890625)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in front of a wall",False,False,False,False,67
83,episode_260409_200811_target_left_left_path__core__fixed_center,left_left,16,16,True,FORWARD,0.5,0.4062,0.75684,True,2,gray basket|a white wall,True,0.194,"[(0.109375, 0.421875, 0.484375, 0.984375)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a grey air conditioning unit in front of a white wall",False,True,False,False,70
84,episode_260409_201237_target_left_left_path__core__fixed_center,left_left,1,1,True,LEFT,0.2812,0.5938,0.03418,True,3,gray basket|a white trash can|white walls,True,0.7318,"[(0.203125, 0.484375, 0.359375, 0.703125)]",a white trash can|white walls,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a basement with a trash can and a power cord",False,False,False,False,69
84,episode_260409_201237_target_left_left_path__core__fixed_center,left_left,3,3,True,LEFT,0.4844,0.5938,0.02734,True,2,gray basket|a white wall,True,0.6076,"[(0.421875, 0.484375, 0.546875, 0.703125)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a window and a ventilation unit",False,False,False,False,68
84,episode_260409_201237_target_left_left_path__core__fixed_center,left_left,6,6,True,FORWARD,0.1,0.5,0.05,True,2,gray basket|trash can,True,0.0,"[(0.515625, 0.453125, 0.671875, 0.703125)]",trash can,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a white wall and a black trash can",False,False,False,False,70
84,episode_260409_201237_target_left_left_path__core__fixed_center,left_left,12,12,True,FORWARD,0.5156,0.375,0.67383,True,2,gray basket|the white wall,True,0.12,"[(0.421875, 0.453125, 0.671875, 0.859375)]",the white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a hallway",False,False,True,False,65
84,episode_260409_201237_target_left_left_path__core__fixed_center,left_left,17,17,True,FORWARD,0.5,0.4219,0.78711,True,2,gray basket|a white wall,True,0.2772,"[(0.390625, 0.421875, 0.921875, 0.984375)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a grey trash can with a white wall in the background",False,True,False,False,70
85,episode_260409_123044_target_left_right_path__core__fixed_center,left_right,5,5,True,FWD+R,0.5,0.5,0.05,True,2,gray basket|a white air conditioner,True,0.2743,"[(0.359375, 0.453125, 0.515625, 0.734375)]",a white air conditioner,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a trash can and a window",False,False,False,False,68
85,episode_260409_123044_target_left_right_path__core__fixed_center,left_right,7,7,True,FORWARD,0.4844,0.6094,0.05859,True,2,gray basket|air conditioner,True,0.6321,"[(0.390625, 0.453125, 0.578125, 0.765625)]",air conditioner,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a white wall and a white tile floor. There is a small air conditioner unit in the middle of the room.",False,False,False,False,83
85,episode_260409_123044_target_left_right_path__core__fixed_center,left_right,11,11,True,FORWARD,0.25,0.5,0.05,True,2,gray basket|air conditioner,True,0.0,"[(0.390625, 0.453125, 0.640625, 0.859375)]",air conditioner,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a large air conditioner and a small air conditioner",False,False,False,False,71
85,episode_260409_123044_target_left_right_path__core__fixed_center,left_right,15,15,True,FORWARD,0.5938,0.7031,0.22852,True,2,gray basket|a white box,True,0.7389,"[(0.390625, 0.421875, 0.796875, 0.984375)]",a white box,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a hallway",False,False,True,False,65
85,episode_260409_123044_target_left_right_path__core__fixed_center,left_right,18,18,True,FORWARD,0.5156,0.6719,0.39062,True,1,gray basket,True,1.0,"[(0.203125, 0.359375, 0.828125, 0.984375)]",,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a hallway",False,False,True,False,65
86,episode_260409_123235_target_left_right_path__core__fixed_center,left_right,2,2,True,FWD+R,0.5,0.3438,0.63574,True,3,gray basket|a window|white walls,True,0.0538,"[(0.265625, 0.484375, 0.421875, 0.703125)]",a window|white walls,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a trash can in the corner",False,False,False,False,68
86,episode_260409_123235_target_left_right_path__core__fixed_center,left_right,6,6,True,FORWARD,0.1,0.5,0.05,True,2,gray basket|air conditioner,True,0.0,"[(0.390625, 0.453125, 0.546875, 0.765625)]",air conditioner,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a dehumidifier and a desiccant",False,False,False,False,67
86,episode_260409_123235_target_left_right_path__core__fixed_center,left_right,8,8,True,FORWARD,0.25,0.5,0.05,True,2,gray basket|a black speaker,True,0.0446,"[(0.328125, 0.453125, 0.546875, 0.796875)]",a black speaker,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a white wall and a grey air conditioner.",False,True,False,False,70
86,episode_260409_123235_target_left_right_path__core__fixed_center,left_right,9,9,True,FORWARD,0.25,0.5,0.05,True,2,gray basket|a black air conditioner,True,0.0029,"[(0.359375, 0.453125, 0.578125, 0.828125)]",a black air conditioner,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a white wall and a grey air conditioner",False,True,False,False,70
86,episode_260409_123235_target_left_right_path__core__fixed_center,left_right,16,16,True,FORWARD,0.5312,0.7188,0.24902,True,2,gray basket|a white wall,True,0.8856,"[(0.296875, 0.453125, 0.765625, 0.984375)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a hallway",False,False,True,False,65
87,episode_260409_123322_target_left_right_path__core__fixed_center,left_right,0,0,True,FWD+R,0.9531,0.4375,0.0332,True,2,gray basket|a chair,True,0.0,"[(0.203125, 0.484375, 0.328125, 0.703125)]",a chair,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a trash can and a chair",False,False,False,False,68
87,episode_260409_123322_target_left_right_path__core__fixed_center,left_right,4,4,True,FWD+R,0.1,0.5,0.05,True,2,gray basket|a white wall,True,0.0,"[(0.296875, 0.484375, 0.484375, 0.734375)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a window and a trash can",False,False,False,False,68
87,episode_260409_123322_target_left_right_path__core__fixed_center,left_right,7,7,True,FORWARD,0.4219,0.625,0.05273,True,2,gray basket|air conditioner,True,0.6899,"[(0.328125, 0.484375, 0.515625, 0.765625)]",air conditioner,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a dehumidifier and a desiccant",False,False,False,False,67
87,episode_260409_123322_target_left_right_path__core__fixed_center,left_right,10,10,True,FORWARD,0.4531,0.6562,0.10156,True,2,gray basket|air conditioner,True,0.6454,"[(0.328125, 0.453125, 0.578125, 0.859375)]",air conditioner,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a dehumidifier and a desiccant",False,False,False,False,67
87,episode_260409_123322_target_left_right_path__core__fixed_center,left_right,16,16,True,FORWARD,0.5156,0.4062,0.73242,True,2,gray basket|a white wall,True,0.2407,"[(0.265625, 0.421875, 0.734375, 0.984375)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a hallway",False,False,True,False,65
88,episode_260409_123407_target_left_right_path__core__fixed_center,left_right,0,0,True,FWD+R,0.2656,0.5938,0.02734,True,3,gray basket|a trash can|white walls,True,0.6076,"[(0.203125, 0.484375, 0.328125, 0.703125)]",a trash can|white walls,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a window and a trash can",False,False,False,False,68
88,episode_260409_123407_target_left_right_path__core__fixed_center,left_right,1,1,True,FWD+R,0.2812,0.5781,0.03906,True,3,gray basket|a white trash can|a window,True,0.6537,"[(0.203125, 0.453125, 0.359375, 0.703125)]",a white trash can|a window,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a window and a trash can",False,False,False,False,68
88,episode_260409_123407_target_left_right_path__core__fixed_center,left_right,6,6,True,FORWARD,0.4531,0.625,0.05273,True,2,gray basket|air conditioner,True,0.6899,"[(0.359375, 0.484375, 0.546875, 0.765625)]",air conditioner,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a window and a heater",False,False,False,False,67
88,episode_260409_123407_target_left_right_path__core__fixed_center,left_right,9,9,True,FORWARD,0.25,0.5,0.05,True,2,gray basket|a white air conditioner,True,0.0029,"[(0.359375, 0.453125, 0.578125, 0.828125)]",a white air conditioner,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a white wall and a white tile floor. There is a small grey air conditioner sitting on the floor, and a black air purifier is visible in the background.",False,True,False,False,91
88,episode_260409_123407_target_left_right_path__core__fixed_center,left_right,12,12,True,FORWARD,0.5156,0.4062,0.73242,True,2,gray basket|a white wall,True,0.1415,"[(0.296875, 0.453125, 0.578125, 0.921875)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a small air conditioner in a room",False,False,False,False,66
89,episode_260409_123501_target_left_right_path__core__fixed_center,left_right,5,5,True,FWD+R,0.5,0.5,0.05,True,2,gray basket|a white wall,True,0.2014,"[(0.328125, 0.484375, 0.515625, 0.734375)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a white wall and a blue air purifier",False,False,False,False,70
89,episode_260409_123501_target_left_right_path__core__fixed_center,left_right,7,7,True,FORWARD,0.5,0.5,0.05,True,2,gray basket|air conditioner,True,0.2451,"[(0.359375, 0.484375, 0.546875, 0.765625)]",air conditioner,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a grey air conditioner and a grey box",False,True,False,True,70
89,episode_260409_123501_target_left_right_path__core__fixed_center,left_right,11,11,True,FORWARD,0.25,0.5,0.05,True,2,gray basket|a black box,True,0.0022,"[(0.359375, 0.453125, 0.640625, 0.890625)]",a black box,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a trash can and a heater",False,False,False,False,68
89,episode_260409_123501_target_left_right_path__core__fixed_center,left_right,16,16,True,FORWARD,0.625,0.7031,0.26367,True,2,gray basket|a white refrigerator,True,0.8397,"[(0.390625, 0.421875, 0.859375, 0.984375)]",a white refrigerator,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a hallway",False,False,True,False,65
89,episode_260409_123501_target_left_right_path__core__fixed_center,left_right,17,17,True,FORWARD,0.5,0.5,0.05,True,2,gray basket|a white refrigerator,True,0.1478,"[(0.328125, 0.390625, 0.890625, 0.984375)]",a white refrigerator,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a hallway",False,False,True,False,65
90,episode_260409_123642_target_left_right_path__core__fixed_center,left_right,3,3,True,FWD+R,0.1,0.5,0.05,True,3,gray basket|electrical outlet|white walls,True,0.0,"[(0.265625, 0.484375, 0.421875, 0.734375)]",electrical outlet|white walls,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a trash can and a power outlet.",False,False,False,False,69
90,episode_260409_123642_target_left_right_path__core__fixed_center,left_right,12,12,True,FORWARD,0.25,0.5,0.05,True,2,gray basket|a white wall,True,0.1251,"[(0.234375, 0.453125, 0.515625, 0.921875)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a hallway",False,False,True,False,65
90,episode_260409_123642_target_left_right_path__core__fixed_center,left_right,13,13,True,FORWARD,0.5,0.4219,0.78711,True,2,gray basket|a white wall,True,0.1682,"[(0.203125, 0.421875, 0.515625, 0.984375)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a hallway",False,False,True,False,65
90,episode_260409_123642_target_left_right_path__core__fixed_center,left_right,15,15,True,FORWARD,0.5,0.4375,0.81738,True,2,gray basket|a white wall,True,0.2223,"[(0.171875, 0.453125, 0.609375, 0.984375)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a hallway",False,False,True,False,65
90,episode_260409_123642_target_left_right_path__core__fixed_center,left_right,16,16,True,FORWARD,0.5,0.4219,0.78711,True,2,gray basket|a white wall,True,0.262,"[(0.140625, 0.421875, 0.640625, 0.984375)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a hallway",False,False,True,False,65
91,episode_260409_123736_target_left_right_path__core__fixed_center,left_right,2,2,True,FWD+R,0.5,0.3438,0.63574,True,3,gray basket|a white trash can|white walls,True,0.0538,"[(0.265625, 0.484375, 0.421875, 0.703125)]",a white trash can|white walls,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a trash can and a window",False,False,False,False,68
91,episode_260409_123736_target_left_right_path__core__fixed_center,left_right,3,3,True,FWD+R,0.1,0.5,0.05,True,3,gray basket|a window|white walls,True,0.0,"[(0.296875, 0.484375, 0.453125, 0.734375)]",a window|white walls,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a window and a fan",False,False,False,False,67
91,episode_260409_123736_target_left_right_path__core__fixed_center,left_right,4,4,True,FWD+R,0.25,0.5,0.05,True,2,gray basket|a white air conditioner,True,0.0506,"[(0.328125, 0.484375, 0.484375, 0.734375)]",a white air conditioner,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a white wall and a white air conditioner.",False,False,False,False,70
91,episode_260409_123736_target_left_right_path__core__fixed_center,left_right,6,6,True,FORWARD,0.25,0.5,0.05,True,2,gray basket|air conditioner,True,0.0,"[(0.390625, 0.453125, 0.546875, 0.765625)]",air conditioner,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a white wall and a window. There is a small air conditioner sitting on the floor.",False,False,False,False,78
